                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.6453,                0.85101,                 1.1829,                0.95763,                0.95334,                0.98734,                 0.7862,                 1.5917,                0.69343,                 1.1343,                0.00616,                0.00616,                0.00616
                     50,                 1.6483,                0.84871,                 1.1815,                0.96044,                0.95158,                0.98763,                0.78126,                 1.6319,                0.69686,                 1.1373,                0.00608,                0.00608,                0.00608
                     51,                 1.6435,                0.84629,                 1.1803,                0.95912,                0.95136,                0.98746,                0.79271,                 1.5819,                0.68808,                 1.1333,                  0.006,                  0.006,                  0.006
                     52,                 1.6466,                 0.8451,                 1.1793,                0.95932,                0.95216,                0.98765,                0.79836,                 1.5422,                0.68022,                 1.1291,                0.00592,                0.00592,                0.00592
                     53,                 1.6338,                0.83816,                 1.1792,                 0.9582,                0.95351,                0.98759,                0.79861,                 1.5433,                 0.6805,                 1.1292,                0.00584,                0.00584,                0.00584
                     54,                 1.6325,                0.84156,                 1.1791,                0.95706,                0.95469,                0.98773,                0.79622,                 1.5589,                0.68091,                 1.1306,                0.00576,                0.00576,                0.00576
                     55,                 1.6338,                0.83842,                 1.1783,                0.95875,                0.95428,                0.98788,                0.79095,                 1.5743,                0.68542,                 1.1312,                0.00568,                0.00568,                0.00568
                     56,                 1.6309,                0.83627,                 1.1776,                0.95967,                 0.9543,                0.98817,                0.79124,                  1.575,                0.68304,                 1.1314,                 0.0056,                 0.0056,                 0.0056
                     57,                 1.6266,                0.83686,                 1.1789,                0.95867,                0.95399,                0.98792,                0.79156,                 1.5743,                0.68284,                 1.1317,                0.00552,                0.00552,                0.00552
                     58,                 1.6175,                0.83279,                 1.1771,                   0.96,                0.95415,                0.98824,                0.79388,                 1.5662,                 0.6799,                   1.13,                0.00544,                0.00544,                0.00544
                     59,                 1.6254,                 0.8343,                 1.1773,                0.96137,                  0.953,                0.98821,                0.79522,                 1.5507,                0.67634,                 1.1288,                0.00536,                0.00536,                0.00536
                     60,                  1.616,                 0.8304,                 1.1755,                0.95973,                0.95382,                0.98821,                0.79204,                 1.5729,                0.68204,                 1.1309,                0.00528,                0.00528,                0.00528
                     61,                 1.6102,                0.82545,                 1.1739,                0.96024,                0.95393,                0.98817,                 0.7894,                 1.5893,                0.68327,                 1.1324,                 0.0052,                 0.0052,                 0.0052
                     62,                 1.6079,                0.82428,                 1.1737,                0.96095,                0.95349,                0.98811,                0.79452,                 1.5646,                0.67784,                 1.1299,                0.00512,                0.00512,                0.00512
                     63,                 1.6144,                0.82868,                 1.1749,                 0.9601,                0.95375,                0.98793,                0.79703,                 1.5463,                0.67576,                 1.1281,                0.00504,                0.00504,                0.00504
                     64,                 1.6069,                0.82603,                  1.175,                0.96155,                0.95283,                0.98808,                 0.7961,                 1.5501,                0.67581,                 1.1281,                0.00496,                0.00496,                0.00496
                     65,                 1.6134,                0.82741,                 1.1728,                0.96168,                0.95374,                 0.9883,                 0.7916,                 1.5736,                0.67709,                 1.1299,                0.00488,                0.00488,                0.00488
                     66,                 1.6029,                0.82123,                 1.1724,                 0.9625,                0.95431,                0.98851,                 0.7886,                 1.5851,                0.67867,                 1.1307,                 0.0048,                 0.0048,                 0.0048
                     67,                 1.6044,                 0.8222,                  1.174,                0.96136,                0.95418,                0.98831,                0.79392,                 1.5525,                0.67331,                 1.1281,                0.00472,                0.00472,                0.00472
                     68,                 1.5918,                0.81449,                 1.1713,                0.96084,                0.95493,                0.98837,                0.79844,                  1.536,                   0.67,                 1.1264,                0.00464,                0.00464,                0.00464
                     69,                 1.5902,                0.81081,                 1.1695,                0.96024,                0.95423,                0.98817,                 0.8008,                 1.5243,                0.66862,                 1.1257,                0.00456,                0.00456,                0.00456
                     70,                 1.5907,                 0.8139,                 1.1706,                0.96043,                0.95487,                 0.9882,                0.79695,                 1.5454,                0.67003,                 1.1274,                0.00448,                0.00448,                0.00448
                     71,                 1.5887,                0.81189,                  1.171,                0.96036,                0.95594,                0.98838,                0.79565,                 1.5485,                0.66952,                 1.1274,                 0.0044,                 0.0044,                 0.0044
                     72,                 1.5881,                0.81249,                 1.1693,                0.96137,                 0.9551,                0.98846,                0.79492,                 1.5534,                0.67054,                 1.1278,                0.00432,                0.00432,                0.00432
                     73,                 1.5788,                0.80526,                 1.1691,                0.96063,                0.95575,                0.98848,                0.79666,                  1.544,                0.66846,                 1.1266,                0.00424,                0.00424,                0.00424
                     74,                  1.584,                0.80644,                 1.1696,                0.96084,                0.95518,                0.98853,                0.79608,                 1.5499,                0.66806,                 1.1273,                0.00416,                0.00416,                0.00416
                     75,                 1.5742,                0.80491,                 1.1675,                0.96164,                0.95491,                0.98864,                0.79263,                 1.5682,                0.67109,                 1.1291,                0.00408,                0.00408,                0.00408
                     76,                  1.573,                0.80288,                  1.167,                0.96142,                0.95511,                0.98864,                0.79013,                 1.5758,                0.67225,                 1.1295,                  0.004,                  0.004,                  0.004
                     77,                 1.5736,                0.80137,                 1.1678,                0.96146,                0.95525,                0.98872,                0.79201,                 1.5696,                0.67042,                 1.1289,                0.00392,                0.00392,                0.00392
                     78,                 1.5688,                0.80103,                 1.1662,                0.96101,                0.95572,                 0.9887,                0.79272,                  1.568,                0.67019,                 1.1285,                0.00384,                0.00384,                0.00384
                     79,                 1.5656,                0.79802,                 1.1658,                0.96115,                0.95582,                0.98873,                0.79426,                 1.5586,                0.66713,                 1.1276,                0.00376,                0.00376,                0.00376
                     80,                 1.5573,                0.79198,                 1.1659,                0.96098,                0.95605,                0.98876,                0.79742,                 1.5431,                0.66335,                 1.1261,                0.00368,                0.00368,                0.00368
                     81,                 1.5687,                0.79844,                 1.1654,                0.96125,                0.95557,                0.98871,                0.79794,                 1.5378,                0.66189,                 1.1255,                 0.0036,                 0.0036,                 0.0036
                     82,                 1.5602,                0.79575,                 1.1645,                0.96133,                0.95604,                0.98876,                0.79851,                 1.5351,                0.66118,                 1.1251,                0.00352,                0.00352,                0.00352
                     83,                 1.5609,                 0.7966,                  1.164,                 0.9614,                0.95584,                0.98873,                0.79717,                 1.5412,                0.66273,                 1.1257,                0.00344,                0.00344,                0.00344
                     84,                 1.5487,                0.78816,                 1.1631,                0.96177,                0.95546,                0.98874,                0.79884,                 1.5354,                0.66149,                 1.1251,                0.00336,                0.00336,                0.00336
                     85,                 1.5554,                 0.7905,                 1.1659,                0.96242,                0.95528,                0.98887,                0.80092,                 1.5269,                0.65868,                 1.1244,                0.00328,                0.00328,                0.00328
                     86,                 1.5514,                 0.7923,                 1.1647,                0.96167,                0.95647,                0.98895,                0.80046,                 1.5271,                 0.6584,                 1.1244,                 0.0032,                 0.0032,                 0.0032
                     87,                 1.5484,                0.78609,                 1.1629,                0.96174,                0.95634,                0.98895,                0.80004,                 1.5299,                0.65827,                 1.1246,                0.00312,                0.00312,                0.00312
                     88,                 1.5526,                0.79034,                  1.163,                0.96145,                0.95706,                0.98901,                0.79839,                 1.5377,                0.65946,                 1.1253,                0.00304,                0.00304,                0.00304
                     89,                 1.5447,                0.78708,                 1.1647,                0.96178,                0.95672,                0.98904,                0.79757,                 1.5416,                0.65962,                 1.1257,                0.00296,                0.00296,                0.00296
                     90,                 1.5426,                0.78534,                  1.162,                0.96212,                0.95651,                0.98902,                0.79926,                 1.5341,                0.65776,                 1.1249,                0.00288,                0.00288,                0.00288
                     91,                 1.2901,                0.60493,                  1.114,                0.96157,                0.95716,                 0.9891,                0.79961,                   1.53,                0.65581,                 1.1242,                 0.0028,                 0.0028,                 0.0028
                     92,                 1.2808,                0.59682,                 1.1127,                0.96238,                0.95722,                0.98923,                0.79971,                 1.5291,                0.65345,                 1.1238,                0.00272,                0.00272,                0.00272
                     93,                 1.2685,                0.59187,                 1.1121,                0.96215,                0.95791,                0.98932,                0.80062,                 1.5227,                0.65081,                  1.123,                0.00264,                0.00264,                0.00264
                     94,                 1.2645,                0.58917,                 1.1101,                0.96327,                0.95744,                0.98942,                0.80161,                 1.5167,                0.64801,                 1.1222,                0.00256,                0.00256,                0.00256
                     95,                 1.2616,                0.58902,                 1.1103,                 0.9633,                0.95793,                 0.9895,                0.80288,                 1.5112,                0.64551,                 1.1217,                0.00248,                0.00248,                0.00248
                     96,                 1.2555,                0.58741,                 1.1096,                0.96313,                 0.9584,                 0.9896,                0.80415,                 1.5015,                0.64229,                 1.1207,                 0.0024,                 0.0024,                 0.0024
                     97,                 1.2497,                0.58203,                 1.1088,                0.96308,                0.95899,                0.98962,                0.80448,                 1.4984,                0.64098,                 1.1203,                0.00232,                0.00232,                0.00232
                     98,                 1.2452,                0.58165,                 1.1085,                0.96318,                0.95897,                0.98969,                0.80594,                 1.4889,                0.63777,                 1.1193,                0.00224,                0.00224,                0.00224
                     99,                 1.2441,                0.58001,                 1.1078,                0.96308,                0.95949,                0.98973,                0.80684,                 1.4843,                0.63577,                 1.1189,                0.00216,                0.00216,                0.00216
                    100,                 1.2421,                0.57854,                 1.1062,                0.96334,                0.95928,                0.98979,                0.80788,                 1.4786,                0.63371,                 1.1183,                0.00208,                0.00208,                0.00208
