                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3165,                 1.5728,                 1.0002,                0.94521,                0.89655,                 0.9439,                0.66709,                 1.0441,                0.83258,                0.91203,             0.00055152,             0.00055152,             0.00055152
                      2,                  1.059,                0.68415,                0.90338,                  0.948,                0.93057,                0.96422,                 0.6893,                 0.9662,                 0.6384,                0.89443,              0.0010706,              0.0010706,              0.0010706
                      3,                 1.0067,                0.61991,                0.89164,                0.94826,                0.93841,                0.96904,                0.71011,                0.95366,                 0.5677,                0.89802,              0.0015531,              0.0015531,              0.0015531
                      4,                0.97236,                 0.5856,                0.88442,                0.94882,                0.94238,                0.97388,                0.72917,                0.92752,                 0.5488,                0.88524,               0.001502,               0.001502,               0.001502
                      5,                0.94303,                0.55129,                0.87912,                0.95382,                0.94217,                0.97756,                0.74288,                0.89907,                0.51146,                0.88002,               0.001447,               0.001447,               0.001447
                      6,                0.94302,                0.54565,                0.87741,                0.95402,                0.94631,                0.97811,                0.73909,                0.90231,                0.51346,                0.88415,              0.0013919,              0.0013919,              0.0013919
                      7,                0.91579,                0.52869,                0.87378,                0.95536,                0.94896,                0.97942,                0.74116,                0.87075,                0.48176,                0.87858,              0.0013369,              0.0013369,              0.0013369
                      8,                0.90529,                0.51005,                 0.8705,                0.95542,                0.94696,                0.98058,                0.76241,                 0.8405,                0.46671,                0.86863,              0.0012819,              0.0012819,              0.0012819
                      9,                 0.8899,                0.49895,                 0.8675,                0.95519,                0.95059,                0.98041,                0.76366,                0.84535,                 0.4519,                0.87224,              0.0012269,              0.0012269,              0.0012269
                     10,                0.88879,                0.49232,                 0.8677,                 0.9579,                0.95085,                0.98186,                0.76511,                0.82746,                0.44719,                0.86821,              0.0011719,              0.0011719,              0.0011719
                     11,                0.87266,                 0.4834,                0.86568,                0.96131,                0.94927,                0.98189,                   0.77,                 0.8368,                 0.4436,                0.86873,              0.0011169,              0.0011169,              0.0011169
                     12,                 0.8633,                0.47553,                0.86243,                0.95755,                0.95192,                0.98192,                0.75656,                  0.844,                0.44695,                 0.8711,              0.0010619,              0.0010619,              0.0010619
                     13,                0.86285,                0.47311,                0.86262,                0.95737,                0.95346,                 0.9835,                0.77069,                0.82909,                0.44281,                0.86846,              0.0010069,              0.0010069,              0.0010069
                     14,                0.85297,                0.46378,                0.86049,                0.96015,                0.95205,                0.98333,                0.77445,                0.82116,                0.43269,                0.86666,             0.00095186,             0.00095186,             0.00095186
                     15,                0.84042,                0.45601,                0.85822,                0.95899,                0.95452,                0.98426,                0.78189,                0.80016,                0.41874,                0.86247,             0.00089685,             0.00089685,             0.00089685
                     16,                0.84738,                 0.4564,                0.85942,                0.95637,                0.95502,                0.98394,                0.77958,                 0.8137,                0.42501,                0.86326,             0.00084184,             0.00084184,             0.00084184
                     17,                0.83328,                0.44844,                0.85704,                0.96173,                0.95346,                0.98435,                0.78092,                0.79213,                0.41518,                0.86107,             0.00078682,             0.00078682,             0.00078682
                     18,                0.83158,                0.44489,                0.85615,                0.95938,                0.95617,                0.98713,                0.78777,                  0.782,                0.40608,                0.85761,             0.00073181,             0.00073181,             0.00073181
                     19,                0.82197,                0.43599,                0.85428,                0.96208,                0.95657,                0.98705,                0.79072,                 0.7917,                0.40305,                0.86172,              0.0006768,              0.0006768,              0.0006768
